Sample Name,Date and Time Acquired,Dilution Factor,Misc. Info or Comment,Data File Name,Batch Name,Data Path,Operator,Instrument Name,Sample Weight or Volume,Final Weight or Volume,Dilution Multiplier,Analyte,Element Full Name,Mass,ISTD Ref Mass,Concentration,Conc RSD,CPS Mean,CPS Rep1,CPS Rep2,CPS Rep3,CPS Rep4,CPS Rep5,CPS RSD,Units
23LC14-FSS-10-RB03-0403-005,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Pb,lead,208,,0.0074,5.3,31810.3,31266,33135.08,33368.87,31966.83,29314.72,5.1,ug/sample
23LC14-FSS-10-RB03-0403-005,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Bi,bismuth,209,,,,4114559.03,4084788.24,4136841.11,4153464.16,4102439.94,4095261.68,0.7,
23LC14-FSS-10-RB03-0403-006,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Li,lithium,6,,,,3579468.65,3454754.5,3566846.1,3649784.08,3655420.6,3570537.98,2.3,
23LC14-FSS-10-RB03-0403-006,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Be,beryllium,9,6,0.004,4.3,3810.7,3567.25,3583.95,3967.43,3934.09,4000.77,5.7,ug/sample
23LC14-FSS-10-RB03-0403-006,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Sc,scandium,45,,,,13226672.52,13185815.04,13014795.27,13339971.69,13243133.92,13349646.68,1,
23LC14-FSS-10-RB03-0403-006,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Tb,terbium,159,,,,5132736.24,5060507.8,5120499.2,5199976.94,5184543.48,5098153.76,1.1,
23LC14-FSS-10-RB03-0403-006,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Pb,lead,208,,0.0074,5.3,31810.3,31266,33135.08,33368.87,31966.83,29314.72,5.1,ug/sample
23LC14-FSS-10-RB03-0403-006,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Bi,bismuth,209,,,,4114559.03,4084788.24,4136841.11,4153464.16,4102439.94,4095261.68,0.7,
23LC14-FSS-10-RB03-0403-006D,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Li,lithium,6,,,,3579468.65,3454754.5,3566846.1,3649784.08,3655420.6,3570537.98,2.3,
23LC14-FSS-10-RB03-0403-006D,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Be,beryllium,9,6,0.004,4.3,3810.7,3567.25,3583.95,3967.43,3934.09,4000.77,5.7,ug/sample
23LC14-FSS-10-RB03-0403-006D,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Sc,scandium,45,,,,13226672.52,13185815.04,13014795.27,13339971.69,13243133.92,13349646.68,1,
23LC14-FSS-10-RB03-0403-006D,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Tb,terbium,159,,,,5132736.24,5060507.8,5120499.2,5199976.94,5184543.48,5098153.76,1.1,
23LC14-FSS-10-RB03-0403-006D,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Pb,lead,208,,0.0074,5.3,31810.3,31266,33135.08,33368.87,31966.83,29314.72,5.1,ug/sample
23LC14-FSS-10-RB03-0403-006D,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Bi,bismuth,209,,,,4114559.03,4084788.24,4136841.11,4153464.16,4102439.94,4095261.68,0.7,
23LC14-FSS-10-RB03-0403-007,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Li,lithium,6,,,,3579468.65,3454754.5,3566846.1,3649784.08,3655420.6,3570537.98,2.3,
23LC14-FSS-10-RB03-0403-007,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Be,beryllium,9,6,0.004,4.3,3810.7,3567.25,3583.95,3967.43,3934.09,4000.77,5.7,ug/sample
23LC14-FSS-10-RB03-0403-007,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Sc,scandium,45,,,,13226672.52,13185815.04,13014795.27,13339971.69,13243133.92,13349646.68,1,
23LC14-FSS-10-RB03-0403-007,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Tb,terbium,159,,,,5132736.24,5060507.8,5120499.2,5199976.94,5184543.48,5098153.76,1.1,
23LC14-FSS-10-RB03-0403-007,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Pb,lead,208,,0.0074,5.3,31810.3,31266,33135.08,33368.87,31966.83,29314.72,5.1,ug/sample
23LC14-FSS-10-RB03-0403-007,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Bi,bismuth,209,,,,4114559.03,4084788.24,4136841.11,4153464.16,4102439.94,4095261.68,0.7,
23LC14-FSS-10-RB03-0403-008,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Li,lithium,6,,,,3579468.65,3454754.5,3566846.1,3649784.08,3655420.6,3570537.98,2.3,
23LC14-FSS-10-RB03-0403-008,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Be,beryllium,9,6,0.004,4.3,3810.7,3567.25,3583.95,3967.43,3934.09,4000.77,5.7,ug/sample
23LC14-FSS-10-RB03-0403-008,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Sc,scandium,45,,,,13226672.52,13185815.04,13014795.27,13339971.69,13243133.92,13349646.68,1,
23LC14-FSS-10-RB03-0403-008,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Tb,terbium,159,,,,5132736.24,5060507.8,5120499.2,5199976.94,5184543.48,5098153.76,1.1,
23LC14-FSS-10-RB03-0403-008,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Pb,lead,208,,0.0074,5.3,31810.3,31266,33135.08,33368.87,31966.83,29314.72,5.1,ug/sample
23LC14-FSS-10-RB03-0403-008,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Bi,bismuth,209,,,,4114559.03,4084788.24,4136841.11,4153464.16,4102439.94,4095261.68,0.7,
23LC14-FSS-10-RB03-0403-009,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Li,lithium,6,,,,3579468.65,3454754.5,3566846.1,3649784.08,3655420.6,3570537.98,2.3,
23LC14-FSS-10-RB03-0403-009,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Be,beryllium,9,6,0.004,4.3,3810.7,3567.25,3583.95,3967.43,3934.09,4000.77,5.7,ug/sample
23LC14-FSS-10-RB03-0403-009,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Sc,scandium,45,,,,13226672.52,13185815.04,13014795.27,13339971.69,13243133.92,13349646.68,1,
23LC14-FSS-10-RB03-0403-009,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Tb,terbium,159,,,,5132736.24,5060507.8,5120499.2,5199976.94,5184543.48,5098153.76,1.1,
23LC14-FSS-10-RB03-0403-009,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Pb,lead,208,,0.0074,5.3,31810.3,31266,33135.08,33368.87,31966.83,29314.72,5.1,ug/sample
23LC14-FSS-10-RB03-0403-009,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Bi,bismuth,209,,,,4114559.03,4084788.24,4136841.11,4153464.16,4102439.94,4095261.68,0.7,
23LC14-FSS-10-RB03-0403-010,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Li,lithium,6,,,,3579468.65,3454754.5,3566846.1,3649784.08,3655420.6,3570537.98,2.3,
23LC14-FSS-10-RB03-0403-010,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Be,beryllium,9,6,0.004,4.3,3810.7,3567.25,3583.95,3967.43,3934.09,4000.77,5.7,ug/sample
23LC14-FSS-10-RB03-0403-010,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Sc,scandium,45,,,,13226672.52,13185815.04,13014795.27,13339971.69,13243133.92,13349646.68,1,
23LC14-FSS-10-RB03-0403-010,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Tb,terbium,159,,,,5132736.24,5060507.8,5120499.2,5199976.94,5184543.48,5098153.76,1.1,
23LC14-FSS-10-RB03-0403-010,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Pb,lead,208,,0.0074,5.3,31810.3,31266,33135.08,33368.87,31966.83,29314.72,5.1,ug/sample
23LC14-FSS-10-RB03-0403-010,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Bi,bismuth,209,,,,4114559.03,4084788.24,4136841.11,4153464.16,4102439.94,4095261.68,0.7,
23LC14-FSS-10-RB03-0403-011,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Li,lithium,6,,,,3579468.65,3454754.5,3566846.1,3649784.08,3655420.6,3570537.98,2.3,
23LC14-FSS-10-RB03-0403-011,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Be,beryllium,9,6,0.004,4.3,3810.7,3567.25,3583.95,3967.43,3934.09,4000.77,5.7,ug/sample
23LC14-FSS-10-RB03-0403-011,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Sc,scandium,45,,,,13226672.52,13185815.04,13014795.27,13339971.69,13243133.92,13349646.68,1,
23LC14-FSS-10-RB03-0403-011,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Tb,terbium,159,,,,5132736.24,5060507.8,5120499.2,5199976.94,5184543.48,5098153.76,1.1,
23LC14-FSS-10-RB03-0403-011,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Pb,lead,208,,0.0074,5.3,31810.3,31266,33135.08,33368.87,31966.83,29314.72,5.1,ug/sample
23LC14-FSS-10-RB03-0403-011,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Bi,bismuth,209,,,,4114559.03,4084788.24,4136841.11,4153464.16,4102439.94,4095261.68,0.7,
23LC14-FSS-10-RB03-0403-B01,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Li,lithium,6,,,,3579468.65,3454754.5,3566846.1,3649784.08,3655420.6,3570537.98,2.3,
23LC14-FSS-10-RB03-0403-B01,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Be,beryllium,9,6,0.004,4.3,3810.7,3567.25,3583.95,3967.43,3934.09,4000.77,5.7,ug/sample
23LC14-FSS-10-RB03-0403-B01,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Sc,scandium,45,,,,13226672.52,13185815.04,13014795.27,13339971.69,13243133.92,13349646.68,1,
23LC14-FSS-10-RB03-0403-B01,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Tb,terbium,159,,,,5132736.24,5060507.8,5120499.2,5199976.94,5184543.48,5098153.76,1.1,
23LC14-FSS-10-RB03-0403-B01,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Pb,lead,208,,0.0074,5.3,31810.3,31266,33135.08,33368.87,31966.83,29314.72,5.1,ug/sample
23LC14-FSS-10-RB03-0403-B01,10/3/2024 16:36,0.3,,051SMPL.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Bi,bismuth,209,,,,4114559.03,4084788.24,4136841.11,4153464.16,4102439.94,4095261.68,0.7,
AF_CCV_240930,10/3/2024 16:37,1,,052_CCV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3693951.86,3678598.83,3764574.04,3688617.38,3701148.16,3636820.87,1.3,
AF_CCV_240930,10/3/2024 16:37,1,,052_CCV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,2.2568,1.7,655051.38,636333.07,662203.4,655679.67,662507.62,658533.14,1.7,ug/sample
AF_CCV_240930,10/3/2024 16:37,1,,052_CCV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,13546358.82,13607377.84,13893824.9,13247380.98,13390458.11,13592752.27,1.8,
AF_CCV_240930,10/3/2024 16:37,1,,052_CCV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5278598.5,5129153.5,5226791.52,5537770.7,5330450.9,5168825.9,3.1,
AF_CCV_240930,10/3/2024 16:37,1,,052_CCV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,2.2842,5.7,2848518.96,2763419.24,2778125.23,3134594.13,2809383.73,2757072.47,5.7,ug/sample
AF_CCV_240930,10/3/2024 16:37,1,,052_CCV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4253443.72,4165218.32,4280238.51,4356617.42,4287584.34,4177559.99,1.9,
AF_CCB,10/3/2024 16:38,1,,053_CCB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3605581.61,3624651.85,3558141.87,3729604.18,3537839.63,3577670.5,2.1,
AF_CCB,10/3/2024 16:38,1,,053_CCB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,0.0008,17.7,283.35,266.68,333.36,233.35,300.02,283.35,13.2,ug/sample
AF_CCB,10/3/2024 16:38,1,,053_CCB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,13112844.13,13229366.4,12846208.57,13339184.03,13118734.21,13030727.46,1.4,
AF_CCB,10/3/2024 16:38,1,,053_CCB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5146344.25,5140307.02,5093306.36,4974023.55,5346547.25,5177537.09,2.6,
AF_CCB,10/3/2024 16:38,1,,053_CCB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,0.0009,24.8,1920.17,2333.57,1816.82,1666.79,1766.82,2016.84,13.7,ug/sample
AF_CCB,10/3/2024 16:38,1,,053_CCB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4171951.63,4129705.04,4113144.49,4144396.84,4280322.49,4192189.29,1.6,
