,Method,SampleID,Detector,Geometry,AcquisitionDateTime,AnalysisDateTime,Livetime,EnergyCalibrationDateTime,EfficiencyCalibrationDateTime,SampleDateTime,SampleSize,SampleSizeUnits,ResultUnits,ErrorMultiplier,Analyte,NuclideDetected,Result,ResultError,MDA,MDAError,ResultMDARatio,BatchID,SDG,Matrix,Aliquot,AliquotUnits,PrepDateTime,PrepsheetFilePath,ResultType
13,GammaSpec,Sample 2,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,PB-210,YES,1.58,0.397,0.557,0.0472,2.833,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
14,GammaSpec,Sample 2,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,RA-226,YES,1.1,0.0509,0.0452,0.00248,24.372,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
15,GammaSpec,Sample 2,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AC-227,NO,-0.0909,0.169,0.28,0.0218,-0.324,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
16,GammaSpec,Sample 2,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AC-228,YES,0.906,0.112,0.0723,0.0147,12.533,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
17,GammaSpec,Sample 2,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,TH-230,NO,1.68,3.38,5.65,0.721,0.298,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
18,GammaSpec,Sample 2,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,PA-231,NO,0.0623,0.613,1.04,0.138,0.06,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
19,GammaSpec,Sample 2,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,U-235,NO,-0.00953,0.209,0.35,0.0618,-0.027,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
20,GammaSpec,Sample 2,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,U-238,YES,1.5,0.241,0.419,0.0656,3.583,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
21,GammaSpec,Sample 2,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AM-241,NO,-0.00378,0.0352,0.0583,0.00369,-0.065,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
22,GammaSpec,Sample 3,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,K-40,YES,20.7,2.66,0.27,0.0331,76.455,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
23,GammaSpec,Sample 3,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,CS-137,NO,-0.0242,0.0178,0.0275,0.00116,-0.879,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
24,GammaSpec,Sample 3,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,PB-210,YES,1.58,0.397,0.557,0.0472,2.833,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
25,GammaSpec,Sample 3,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,RA-226,YES,1.1,0.0509,0.0452,0.00248,24.372,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
26,GammaSpec,Sample 3,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AC-227,NO,-0.0909,0.169,0.28,0.0218,-0.324,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
27,GammaSpec,Sample 3,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AC-228,YES,0.906,0.112,0.0723,0.0147,12.533,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
28,GammaSpec,Sample 3,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,TH-230,NO,1.68,3.38,5.65,0.721,0.298,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
29,GammaSpec,Sample 3,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,PA-231,NO,0.0623,0.613,1.04,0.138,0.06,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
30,GammaSpec,Sample 3,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,U-235,NO,-0.00953,0.209,0.35,0.0618,-0.027,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
31,GammaSpec,Sample 3,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,U-238,YES,1.5,0.241,0.419,0.0656,3.583,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
32,GammaSpec,Sample 3,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AM-241,NO,-0.00378,0.0352,0.0583,0.00369,-0.065,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
33,GammaSpec,Sample 3DUP,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,K-40,YES,20.7,2.66,0.27,0.0331,76.455,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,DUP
34,GammaSpec,Sample 3DUP,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,CS-137,NO,-0.0242,0.0178,0.0275,0.00116,-0.879,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,DUP
35,GammaSpec,Sample 3DUP,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,PB-210,YES,1.58,0.397,0.557,0.0472,2.833,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,DUP
36,GammaSpec,Sample 3DUP,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,RA-226,YES,1.1,0.0509,0.0452,0.00248,24.372,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,DUP
37,GammaSpec,Sample 3DUP,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AC-227,NO,-0.0909,0.169,0.28,0.0218,-0.324,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,DUP
38,GammaSpec,Sample 3DUP,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AC-228,YES,0.906,0.112,0.0723,0.0147,12.533,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,DUP
39,GammaSpec,Sample 3DUP,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,TH-230,NO,1.68,3.38,5.65,0.721,0.298,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,DUP
40,GammaSpec,Sample 3DUP,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,PA-231,NO,0.0623,0.613,1.04,0.138,0.06,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,DUP
41,GammaSpec,Sample 3DUP,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,U-235,NO,-0.00953,0.209,0.35,0.0618,-0.027,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,DUP
42,GammaSpec,Sample 3DUP,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,U-238,YES,1.5,0.241,0.419,0.0656,3.583,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,DUP
43,GammaSpec,Sample 3DUP,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AM-241,NO,-0.00378,0.0352,0.0583,0.00369,-0.065,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,DUP
44,GammaSpec,Sample 4,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,K-40,YES,20.7,2.66,0.27,0.0331,76.455,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
45,GammaSpec,Sample 4,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,CS-137,NO,-0.0242,0.0178,0.0275,0.00116,-0.879,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
46,GammaSpec,Sample 4,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,PB-210,YES,1.58,0.397,0.557,0.0472,2.833,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
47,GammaSpec,Sample 4,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,RA-226,YES,1.1,0.0509,0.0452,0.00248,24.372,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
48,GammaSpec,Sample 4,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AC-227,NO,-0.0909,0.169,0.28,0.0218,-0.324,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
49,GammaSpec,Sample 4,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AC-228,YES,0.906,0.112,0.0723,0.0147,12.533,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
50,GammaSpec,Sample 4,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,TH-230,NO,1.68,3.38,5.65,0.721,0.298,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
51,GammaSpec,Sample 4,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,PA-231,NO,0.0623,0.613,1.04,0.138,0.06,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
52,GammaSpec,Sample 4,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,U-235,NO,-0.00953,0.209,0.35,0.0618,-0.027,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
53,GammaSpec,Sample 4,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,U-238,YES,1.5,0.241,0.419,0.0656,3.583,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
54,GammaSpec,Sample 4,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AM-241,NO,-0.00378,0.0352,0.0583,0.00369,-0.065,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
55,GammaSpec,Sample 5,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,K-40,YES,20.7,2.66,0.27,0.0331,76.455,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
56,GammaSpec,Sample 5,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,CS-137,NO,-0.0242,0.0178,0.0275,0.00116,-0.879,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
57,GammaSpec,Sample 5,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,PB-210,YES,1.58,0.397,0.557,0.0472,2.833,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
58,GammaSpec,Sample 5,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,RA-226,YES,1.1,0.0509,0.0452,0.00248,24.372,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
59,GammaSpec,Sample 5,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AC-227,NO,-0.0909,0.169,0.28,0.0218,-0.324,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
60,GammaSpec,Sample 5,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AC-228,YES,0.906,0.112,0.0723,0.0147,12.533,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
61,GammaSpec,Sample 5,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,TH-230,NO,1.68,3.38,5.65,0.721,0.298,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
