,Method,SampleID,Detector,Geometry,AcquisitionDateTime,AnalysisDateTime,Livetime,EnergyCalibrationDateTime,EfficiencyCalibrationDateTime,SampleDateTime,SampleSize,SampleSizeUnits,ResultUnits,ErrorMultiplier,Analyte,NuclideDetected,Result,ResultError,MDA,MDAError,ResultMDARatio,BatchID,SDG,Matrix,Aliquot,AliquotUnits,PrepDateTime,PrepsheetFilePath,ResultType
62,GammaSpec,Sample 5,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,PA-231,NO,0.0623,0.613,1.04,0.138,0.06,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
63,GammaSpec,Sample 5,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,U-235,NO,-0.00953,0.209,0.35,0.0618,-0.027,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
64,GammaSpec,Sample 5,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,U-238,YES,1.5,0.241,0.419,0.0656,3.583,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
65,GammaSpec,Sample 5,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AM-241,NO,-0.00378,0.0352,0.0583,0.00369,-0.065,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,REG
66,GammaSpec,25SLB0008BLK,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,K-40,YES,20.7,2.66,0.27,0.0331,76.455,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,BLK
67,GammaSpec,25SLB0008BLK,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,CS-137,NO,-0.0242,0.0178,0.0275,0.00116,-0.879,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,BLK
68,GammaSpec,25SLB0008BLK,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,PB-210,YES,1.58,0.397,0.557,0.0472,2.833,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,BLK
69,GammaSpec,25SLB0008BLK,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,RA-226,YES,1.1,0.0509,0.0452,0.00248,24.372,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,BLK
70,GammaSpec,25SLB0008BLK,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AC-227,NO,-0.0909,0.169,0.28,0.0218,-0.324,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,BLK
71,GammaSpec,25SLB0008BLK,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AC-228,YES,0.906,0.112,0.0723,0.0147,12.533,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,BLK
72,GammaSpec,25SLB0008BLK,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,TH-230,NO,1.68,3.38,5.65,0.721,0.298,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,BLK
73,GammaSpec,25SLB0008BLK,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,PA-231,NO,0.0623,0.613,1.04,0.138,0.06,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,BLK
74,GammaSpec,25SLB0008BLK,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,U-235,NO,-0.00953,0.209,0.35,0.0618,-0.027,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,BLK
75,GammaSpec,25SLB0008BLK,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,U-238,YES,1.5,0.241,0.419,0.0656,3.583,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,BLK
76,GammaSpec,25SLB0008BLK,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AM-241,NO,-0.00378,0.0352,0.0583,0.00369,-0.065,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,BLK
77,GammaSpec,25SLB0008LCS,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,K-40,YES,20.7,2.66,0.27,0.0331,76.455,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,LCS
78,GammaSpec,25SLB0008LCS,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,CS-137,NO,-0.0242,0.0178,0.0275,0.00116,-0.879,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,LCS
79,GammaSpec,25SLB0008LCS,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,PB-210,YES,1.58,0.397,0.557,0.0472,2.833,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,LCS
80,GammaSpec,25SLB0008LCS,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,RA-226,YES,1.1,0.0509,0.0452,0.00248,24.372,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,LCS
81,GammaSpec,25SLB0008LCS,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AC-227,NO,-0.0909,0.169,0.28,0.0218,-0.324,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,LCS
82,GammaSpec,25SLB0008LCS,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AC-228,YES,0.906,0.112,0.0723,0.0147,12.533,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,LCS
83,GammaSpec,25SLB0008LCS,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,TH-230,NO,1.68,3.38,5.65,0.721,0.298,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,LCS
84,GammaSpec,25SLB0008LCS,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,PA-231,NO,0.0623,0.613,1.04,0.138,0.06,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,LCS
85,GammaSpec,25SLB0008LCS,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,U-235,NO,-0.00953,0.209,0.35,0.0618,-0.027,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,LCS
86,GammaSpec,25SLB0008LCS,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,U-238,YES,1.5,0.241,0.419,0.0656,3.583,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,LCS
87,GammaSpec,25SLB0008LCS,DET02,500MARSOIL,2024-10-02 14:56:00,2024-10-02 15:56:00,3600,2024-09-30 12:03:00,2024-09-30 12:05:00,2024-09-27 10:40:00,750.0,grams,pCi,2.0,AM-241,NO,-0.00378,0.0352,0.0583,0.00369,-0.065,25SLB0008,25SL0001,Soil,1.0,mL,2025-03-13 14:14:00,\\ServerName\Lab Data\Lab\Prepsheets\Prep-25SLB0008.json,LCS
